date,title,verdict,body,label
3-Oct-23,"No, Nigeria’s senate president Godswill Akpabio has not been impeached","According to some Facebook posts, Nigeria’s senate president has been removed from office. This is not true and social media posts claiming otherwise should be ignored.","A  video posted on  Facebook claims that Nigeria’s senate president, Godswill Akpabio, has been impeached.  The man speaking in the video says he is happy with the news and tells other users to share the post.  The 17 September 2023 video is captioned: “Breaking: Senators Begins Procces To #Impeach Senate President Akpabio For Serving The Interest Of Tinubu Instead Of Serving The Interest Of The Nation ...” Impeachment  is the process of removing a president or senior official from office, often when they are facing criminal charges. The video has been viewed by more than 100,000 users, with over 1,000 comments.  Posts with the same claim can be found  here ,  here  and  here .  But has Akpabio been impeached? We checked.  Akpabio was elected the senate’s 10th  president  on 13 June 2023. Following his election, some senators were  reportedly  plotting to impeach him, claiming he’s incapable of fulfilling his duties. However, his special adviser on media, Eseme Eyiboh,  dismissed  these claims as “baseless”.  The senate has also  denied  the impeachment claims, saying Akpabio is fit to hold office.",FALSE
20-Sep-23,No evidence that prominent judge Haruna Tsammani asked Nigerians to forgive president Bola Tinubu for controversial drug case,Facebook users claim that judge Haruna Tsammani said president Bola Tinubu should be forgiven in connection with a decades-old drug case in the US. But there’s no evidence that the judge at the Presidential Election Petition Court made such a remark.,"Posts  circulating on Facebook claim that judge Haruna Tsammani has asked Nigerians to forgive president Bola Tinubu for his alleged drug crime. A 8 September 2023 post features the judge’s photo and a quote that  reads : “Since Jesus can forgive and forget why can’t you forgive Tinubu’s drug crime.” Tsammani is a judge at Nigeria’s Presidential Election Petition Court (PEPC). He led the panel that heard the  petition  filed by opposition leaders, challenging Tinubu’s victory in the February 2023 presidential elections. On 6 September, the  court upheld the election  of Tinubu as president.  The drug case referred to is likely a  1993 matter  that saw Tinubu forfeit US$460,000 to the US government. It’s alleged he was involved in money laundering and drug trafficking, but he was  never convicted  on drug trafficking related charges in the US. The opposition leaders who challenged Tinubu’s February 2023 win brought up the drug case, saying Tinubu should not have contested the presidential election.  The same quote has been attributed to Tsammani  here ,  here ,  here ,  here ,  here ,  here , and  here . But did Tsammani ask Nigerians to forgive Tinubu for his “drug crime”? We checked. Such a quote would show the judiciary was not impartial or independent. But Africa Check found no reports by credible media agencies that Tsammani made this comment or anything like it. If he had, it would have made headlines. There is also no comment like this in the  final ruling  of the presidential tribunal headed by Tsammani. The Facebook post does not mention when or where the judge might have made the comment. This lack of detail also raises suspicion. There is no indication Tsammani has asked Nigerians to “forgive” the president.",FALSE
20-Sep-23,"Double your money with Cowrywise Investment in less than an hour? No, it’s a scam",A Facebook post is offering users an opportunity to double their money in 45 minutes through the “Cowrywise Investment” platform. But it’s a scam. A licensed business with a similar name says it won’t double users’ money within a day or even a month.,"A Facebook  post  is encouraging Nigerians to join a “100 percent real and legitimate” investment platform to grow their money in less than an hour. “Cowry Wise Investment Platform is very real and genuine, it is a paying platform that gives you double your investment in not less than 45 minutes to an hour interval,” reads part of the  post . The post urges interested users to either call “admin” on the phone number provided or click on the Whatsapp link attached. Perhaps in an effort to convince other Facebook users that the platform is trustworthy, the  post features a screenshot  of what appears to be a payment into the user’s bank account.  Similar posts can be found  here ,  here ,  here  and  here .  But is the investment platform legit? We checked.  Some of the  posts  promoting the investment platform say you will be paid double of what you invest into the bank account you provide during registration. This is a red flag as fraudsters may also use those details to commit fraud in your name. A Google search for “Cowrywise” brought up a website with the URL  cowrywise.com . According to the website, “Cowrywise Financial Technology Limited (“Cowrywise”) is a fund manager duly licensed by the  Securities and Exchange Commission  (SEC) of Nigeria”.  Although Nigerians can  invest in mutual funds  and get returns through cowrywise.com, the company doesn’t promise they could double their money in less than an hour, as promised in the Facebook posts. There is also no proof that the legitimate company or its website is in any way linked to the investment platform being promoted on Facebook. In fact, the company has distanced itself from the posts circulating on Facebook. In March 2023,  Cowrywise  took to its  Facebook  and  Instagram  pages to warn people against money-doubling scams.  “Cowrywise won't double your money in a day, we won't do it in a month either. We never promise to double your money—any investment that promises to double your money is doomed to fail,” the company wrote.  To protect yourself, read  Africa Check’s guide to spotting investment scams on Facebook .",FALSE
14-Sep-23,Nigerians beware! ‘Strimdex Technology’ might be out to scam you,": Strimdex Technology, advertised on Facebook, appears to be a platform that gives credit to members for doing minor tasks. But it’s a scam. It’s just a way of getting members to promote its social media presence while charging them a hefty registration fee.","Facebook users are  encouraging  other Nigerians to join a platform called Strimdex Technology to make money.  According to one user’s  post , the “earning structure” includes a N2,500 welcome bonus and N3,000 for “affliate”. Users can also make money from referrals and sharing sponsored posts about the platform. But there’s an immediate catch: the registration fee is N4,000. The post  includes screenshots  of the platform’s withdrawal portal and what appears to be proof of payment. Similar posts can be found  here ,  here ,  here ,  here ,  here ,  here  and  here .  But how legit is this platform? We checked.  The platform appears to have  launched  in July 2023, after which many people joined as members or “ ambassadors ”.  But at the time of publication,  the website  linked to in some of the  posts  was inactive.  Africa Check used website verification tools  ScamAdviser  and  WebParanoid  to check the legitimacy of “strimdex.ng”.  WebParanoid  said “domain not found”. ScamAdviser said the “website seems to be  unavailable ”. It gave the website in question a trust score of 21 out of 100, concluding  “ strimdex.ng might be a scam ”. However, we found accounts that appear to belong to Strimdex Technology on  Facebook ,  TikTok  and  Instagram , but all showing little activity since they launched.  Furthermore, a  review  by  9ja business hub , a Nigerian-based site dedicated to  publishing  business and financial guides, said that the legitimacy of Strimdex “could be short-lived” and the platform shouldn’t be relied on.  All signs point to the platform being a scam. For more tips, read our guide to Facebook scams and how to spot them  here .",FALSE
14-Sep-23,Nigeria's central bank dispels claims of a new currency policy that will see $1 exchange for N1.25,Nigeria's economy is going through a tough time. But claims that a new policy will see a rate of just over one naira to the dollar – down from more than 700 naira – are false.,"Nigeria’s economy is struggling with inflation as a result of the  removal of a key fuel subsidy . This has  led to a sharp increase  in  transport and production costs , directly affecting the cost of goods and services across the country. In light of this, a  post  shared on Facebook and  WhatsApp  in Nigeria claims the  Central Bank of Nigeria  (CBN) is introducing a new policy that will allow the naira to be exchanged at N1.25 to $1.  The  post  reads: “Breaking Central Bank of Nigeria is about to introduce a new naira policy by November 2023 that would make $1 USD exchange = N1.25.”  The same claim appeared on Facebook  here ,  here ,  here  and  here .  But did the banking regulator announce this new policy? We checked. Given the rising cost of living and the price at which the  naira exchanges  – N765 to the dollar in September 2023 – such a policy by the central bank would have made both local and international headlines, if it were true. We asked Isa Abdulmumin, the CBN’s director of media relations about the claim. He replied with a  screenshot  of the message stamped with “FAKE NEWS”. A search of the  CBN website  and its  verified official X  (formerly Twitter) handle found no evidence of the claim.  The CBN hasn't announced that $1 will be exchanged for N1.25. Disregard social media claims to the contrary.",FALSE
18-Sep-23,"Nigerians, beware of ‘777 Platform’ promising to double your money in three minutes",A new investment platform called 777 claims to double your money in less than five minutes. But Nigerians are being urged to be cautious as the platform may be out to scam them.,"A Facebook user is  calling  on Nigerians who want to grow their money to join a new platform called 777. “About us - 777 PLATFORM is a Big Investment platform where anyone can come and get profit easily. It's a brand new trading site that helps you to trade your money and get your money doubled within 3 minutes. Suppose trading 5 USD and getting 10 USD in return within 3 minutes isn't that amazing?” says the user in a 3 September 2023  post .  The post features two links: one for  registration  and another to join the platform’s “official  group ” on instant messaging app Telegram.  We found similar posts  here ,  here ,  here , and  here .  But is this investment platform legit? We checked.  Africa Check questioned the legitimacy of the platform and its website link as provided on the  post , and found a number of red flags. The suspicious post claims that “ 777 ” is a newly launched platform. But according to  WhoIs , a site that stores historical data about other websites, the platform’s  website  was  created  in February 2005. The  details  of the person who registered the platform’s website are “REDACTED FOR PRIVACY”. This is a red flag, as a trustworthy and legitimate business would be expected to be transparent about its operations and ownership. Website verification tool,  ScamAdviser ,  says  the platform’s website could possibly be a scam and gives it “ a low trust score” .  Furthermore, Africa Check found “poor” online  reviews  of the “777 Platform”. Most people on  Trustpilot , a website that hosts reviews in order to build trust between consumers and businesses, said the platform was a scam and detailed how they lost their money on it. Platforms that offer to double your money in a short period of time should always raise suspicion as they are unsustainable. All signs point to “777 Platform” being a scam. Facebook users are often urged not to put their trust and money into platforms that promise large returns in a short period of time. In August 2022,  the Cable , a media company based in Nigeria,  reported  that the country’s  Security and Exchange Commission  warned of unlicensed operations such as Ponzi schemes, money doubling schemes and other investment platforms.  Similarly, the  Nigeria Deposit Insurance Commission , a federal government agency that supervises banks,  warned  against fraudulent financial institutions and urged Nigerians not to fall victim to such scams. To help protect yourself against online scams,  read our guide  to Facebook scams and how to spot them.",FALSE
8-Sep-23,"Nigerians beware, ‘Naija Get Help Investment’ won’t double your money in 45 minutes","Posts on Facebook are encouraging users to invest with Naija Get Help Investment. But the investment platform is not a registered business in Nigeria, so don’t be scammed.","A  post  on Facebook is encouraging users to invest in a “really genuine and real” platform known as Naija Get Help Investment. The  post , dated 6 August 2023, reads, in part: “When I was told,I was thinking it was a scam or MMM, but when I gave it a try of 10k, I was credited double 20k under 45 minutes, I make a try of 25k again surprisingly I received my credit alert of 50k again between 30 minutes …""  A WhatsApp link is  also attached  to the post for interested users to contact “the admin”. The post has several comments, mostly from those enquiring about ways to join. We found similar posts  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here  and  here .   We also found posts from 2020 promoting the platform  here ,  here  and  here .  But is “Naija Get Help Investment” legit? We checked. The promise of huge returns in just a few minutes is one of the signs of investment scams on Facebook. The claim to double users’ money in 45 minutes sounds too good to be true, because it is. Asking users to reach out via WhatsApp is another red flag. Credible businesses usually have an email address or professional-looking website. A search of Nigeria’s  business register  shows that no business operates by that name. Africa Check found a suspicious-looking website named  NAIJA Get Help Investments . The address on the  website  only says “Lagos, Nigeria - 0807” and it doesn’t list a full contact number or email address, instead replacing numerals and letters with asterisks. When we clicked on the Google Map logo on the website, it took us to  an address  in India. These are further red flags. The website was built using a mobile application called  Instant Website Builder App , an app that allows users to create websites within minutes. Creating a website might have been an attempt to convince users of the platform’s legitimacy. But none of the Facebook posts link to this website or mention it. We couldn’t find proof that this website and the investment platform being promoted on Facebook are linked in any way.  Nigeria’s  financial crime commission  previously  warned  the public not to fall victim to false investment schemes like this one. The commission is responsible for the eradication of financial crimes in the country. Africa Check has investigated similar false investment schemes  here ,  here ,  here ,  here ,  here  and  here . To help protect yourself against online scams, read  our guide to Facebook scams and how to spot them.",FALSE
8-Sep-23,"No, Nigerian government is not giving out N5 billion cash payouts, as claimed on Facebook","Some Facebook accounts are claiming that the federal government of Nigeria is sharing a N5 billion palliative with residents of Lagos and other states. While that is true, these scam posts are engagement bait and not the way to claim the grants.","A Facebook account  claims  that the federal government of Nigeria is sharing N5 billion “palliatives” with Nigerians and includes  a link  where users can apparently register to receive these funds. The 21 August 2023 post  reads, in part : “Check now if you are among the Lagosians to receive this Palliative from the Federal Government of Nigeria.” We found similar posts  here ,  here  and  here . In August 2023, the federal government  approved  a N5 billion palliative fund for each of the 36 states in Nigeria and the Federal Capital Territory. Money will be given to the state governments as grants and loans to help them distribute food to the poor. This is to help cushion the effect of the hike in fuel prices and rising  inflation . But do these posts on social media link to a website where Nigerians can register to receive these funds directly from the federal government? We investigated. When we clicked on  the link  in the post, we reached a private website featuring a “palliative form” and a photo of the Lagos state governor,  Babajide Sanwo-Olu .  The form asks for personal information, such as your name, email address and local government area of residence. We found that whatever information we filled in, we were  congratulated  for qualifying to receive the funds and  asked to share  the form with five groups or 15 friends on WhatsApp. We were then asked to pick our “ method of receiving payment ” and  promised that we would receive  email confirmation within 24 hours. It appeared that the form had been shared 29,000 times and commented on 37,000 times. These were all signs that the posts were examples of  engagement bait , or an attempt to drive traffic to the website and gather the personal information of users, possibly in order to scam them or commit identity fraud. The reach of the form increases as more people share it, on either Facebook or WhatsApp.  But there is no such evidence that the federal government’s palliative funds are being paid out directly to anyone who registers on this site. This is misleading at best, harmful at worst.  On 3 September, the Lagos state governor  began to distribute various food items , expected to reach 500,000 vulnerable residents in Lagos. The  state distributed bulk items , including rice, garri and beans, to groups, and food boxes to vulnerable households. No cash payments were involved.",FALSE
8-Sep-23,"No, Nigerians living in the US did not protest at Chicago State University",Some Facebook posts claim that a protest by Nigerians has taken place at the Chicago State University in the United States. But there is no evidence for this and the photo in the posts is from another protest.,"The Facebook page  Labour party Movement   claims  that Nigerians living in the United States have staged a peaceful protest at the Chicago State University. The 30 August 2023  post  includes hashtags that show the protest is directed at the Nigerian judiciary about the court case of the February presidential elections. Some opposition leaders who lost out on the presidency are  challenging  Bola Tinubu’s victory in court. The blurry  photo  attached to the post shows a group walking down a tree-lined street with a banner that reads “We can’t afford this anymore”. Users commenting on the post seem to be in support of the protests. Chicago State University  is located in the city of Chicago in the US state of Illinois. The university put its X account (formerly known as Twitter) on  private  after a number of Nigerians reportedly bombarded the page with questions around whether Tinubu graduated from the university. Similar posts can be found  here ,  here ,  here ,  here  and  here . But have Nigerians protested at the Chicago State University? We checked. There has been no report of a protest by Nigerians in Chicago by any credible media houses.  Africa Check also carried out a reverse image search for the photo of protesters. This revealed that it was used in a report by religious news site,  Church Times , in January. It is captioned “Protest in central London in October in which Christian Climate Action was involved”. None of the protesters, more clearly visible in the  original image , appear to be Nigerian, and another protester in the photo is carrying a poster showing  Liz Truss , the UK’s prime minister for six weeks in September and October 2022. The photo has circulated on the internet for some time and has nothing to do with a protest by Nigerians in Chicago. There is no evidence such a protest took place.",FALSE
18-Aug-23,Scam alert! Beware of Facebook posts promoting Binomo investment trading platform to double your money,Binomo Trading Investment is not a registered business in Nigeria. But some Facebook posts say it can double your investment in less than an hour. This is not true – it’s a scam.,"A Facebook user  claims  to have received their payment after investing with a trading platform called Binomo. The 20 July 2023 post  reads : “Good day everyone I just got credited from this genuine platform called the BINOMO TRADING INVESTMENT PLATFORM is a platform where you invest with any amount and you get credited double of what you invest in less than an hour It is very genuine and real a try will convince you.” The post asks users to send a direct message via Facebook if they want to start investing. It also attaches screenshots supposedly showing money deposited into other people’s accounts. Other posts claiming to promote this investment platform can be found  here ,  here ,  here ,  here ,  here ,  here ,  here  and  here .  The posts mostly congratulate those who’ve received their payments and feature screenshots of payment alerts and messages from alleged investors who say they’ve received their returns. But is this investment offer legit? We checked. The posts promise to double users' investments in less than an hour. This is a red flag – when something sounds too good to be true, it usually is.  Africa Check found that not only individuals were promoting the so-called Binomo trading investment platform but there were also  several   Facebook   pages  promoting the money-doubling scheme. We found  posts from as far back as 2020 , showing that the scheme had been on Facebook for a long time. Africa Check searched  Nigeria’s business register  and found an inactive registered business named Binomo Investment Limited.  We also found a business called  Binomo  in a Google search. It is an international trading company that offers professional-level tutorials, analytical services, and support to traders. It is located in Nicosia, Cyprus. With over 1,900 followers on  Facebook , the logo of this company  appears  on some of the suspicious Facebook posts and pages in what seems to be an attempt to impersonate the company. Some of its posts also claim you can “ double  your deposit”, but urge users to “evaluate all the financial risks before trading”. In a response on Facebook by a representative of the legitimate company, it was revealed that the platform has no agents in countries other than Cyprus and applications to trade can be made only through the website or  official mobile application . The rep said: ""If someone claims to be a Binomo representative, please report the case to your local authorities."" Channels TV , a Nigerian broadcast station headquartered in Lagos, reported the conviction of two people on 25 March 2021 by a Nigerian court for defrauding people. The article reads in part: ""They allegedly used their company, Binomo Investment to fraudulently obtain money from innocent victims under the pretext that Binomo is into the Cryptocurrency business."" Africa Check has previously investigated similar false investment schemes  here ,  here  and  here . To help protect yourself against online scams, read  our guide here.",FALSE
18-Aug-23,"Nigerians, beware of Facebook account impersonating Ecobank and offering fake loans",A Facebook account impersonating Nigeria’s Ecobank is actually after your money. The company has urged customers to rely on its website and verified social media accounts for updates and offers. So stay alert and don’t be scammed.,"The Facebook page  Eco Bank Credit Loan  claims to offer loans to Nigerians.  The page uses the name of and logo of  Ecobank , seemingly in an effort to convince users of its legitimacy. One post, dated 6 July 2023,  reads , in part: “Apply for the Ecobank Fintech Challenge 2023 and stand a chance to partner with Ecobank.” In Nigeria,  Ecobank  provides financial services and has over 250 branches. The bank is regulated by the  Central Bank of Nigeria  and the  National Deposit Insurance Corporation . Similar posts can be found  here ,  here  and  here . But is  this Facebook page  and its loan offer to be trusted? We checked. The suspicious page is named  Eco Bank Credit Loan , while the bank’s official Facebook page is  EcobankNigeria  and is verified by Meta. The verified account has over 390,000 followers. The suspicious account only has three.  There is also no mention of “Ecobank Fintech Challenge 2023” on the bank’s website and official  social   media   platforms . If this challenge were legit, Ecobank likely would’ve been promoting it on all its platforms. In a  tweet  in 2022, Ecobank warned the public to stay alert and protect themselves against scams.  “Ecobank will never call you to verify your PIN, BVN and other sensitive information. Send a message to any of our verified social media pages for enquiries or call 0700 500 0000 for assistance,” it  wrote . Africa Check has investigated several cases of  false loans  being offered on Facebook. Those who fall for these offers are at a risk of losing their money. To help protect yourself,  read our guide to Facebook scams and how to spot them.",FALSE
18-Aug-23,No evidence Niger’s military leader called Bola Tinubu’s Nigerian government ‘illegitimate’,"As tensions build in West Africa, ignore claims that Niger’s military leader, Abdourahmane Tchiani, said he won’t listen to Bola Tinubu’s “illegitimate” Nigerian government. They are false.","A  video  circulating on Facebook in Nigeria claims that the military leader of Niger,  Abdourahmane Tchiani, has  said he won’t listen to Bola Tinubu’s “illegitimate” government. Tinubu is the  president  of Nigeria and  current chair  of the  Economic Community of West African States (Ecowas),  a regional political and economic union of fifteen countries in West Africa.  “‘Your Govt is Illegimitate, I Will Not Listen to You’ – Gen. Tiani, Niger Military Leader Replies Tinubu as ECOWAS Chairman,” text in the vido reads. This is accompanied by a picture of Tchiani and Tinubu.  The claim comes on the back of a July 2023 military coup in Niger, where democratically elected president  Mohamed Bazoum  was  ousted  from office and  Tchiani   declared  head of state.  Tchiani  said the coup was a result of  bad governance and Niger’s worsening security . In line with its aim to promote integration and cooperation in West Africa, Ecowas has released a  number   of   statements  condemning the military junta and urging for “restoration of the constitutional order through peaceful means”.  We found the same quote attributed to Tchiani  here ,  here ,  here ,  here  and  here . A reader also sent a  message  to Africa Check’s WhatsApp line, asking us to verify the quote. So did Tchiani say he would ignore the pleas of Tinubu and Ecowas because Nigeria’s government was illegitimate? The Facebook posts give no details of where and when Tchiani is meant to have made such a statement. This lack of detail is an indication that the quote was fabricated.  There were also no reports of the statement in credible local news outlets, which would have been the case if it were true. We found no evidence that Tchiani made this statement about Tinubu or his government.",FALSE
15-Aug-23,"Nigerians, beware of Facebook posts promising to double your money through Access Capital Investment",There is no proof that an investment platform known as Access Capital is linked to Access Bank or an inactive registered company by a similar name. All signs point to it being a scam and Facebook posts promoting it in Nigeria should be ignored.,"A Facebook account  is promoting a platform called Access Capital Investment and says it is not a scam. In a  post , dated 6 August 2023, the account says: “A big congratulations to me a friend of mine just introduced me to a platform called access capital investment I was thinking It was a scam because everywhere is full of scam in the country.” It also says: “So I chat the admin on WhatsApp he explain everything to me that if I invest I'm going to get my double payment back due to his advice and encouragement I Give It a trial and this afternoon I was credited double of my investments.” The text is  accompanied by a screenshot  of a message showing funds deposited into the user’s account. The post includes a WhatsApp link where interested users can send messages.  We found similar posts  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here  and  here . Africa Check has exposed several Facebook accounts falsely  claiming  to offer investment opportunities to Nigerians. But is the Access Capital Investment platform legit? We checked. The Facebook posts offer users the chance to double their investment within minutes.  In a  tweet , Nigeria’s  Economic and Financial Crime Commission  warned the public against investing in businesses that offered unrealistic returns in a short period of time. This kind of a business is not sustainable.  The post also asks users to send messages to the WhatsApp link attached. This is one of the methods used by fraudsters to obtain the user’s personal or banking details.  Searching for the platform’s name on Nigeria’s  business register  brings up a business named Access Capital Investment Limited. It was registered in 1989, but is now inactive.  However, none of the posts mention “Access Capital Investment Limited” or allude to “Access Capital Investment Platform” being a company that existed in the late 1980s and has now resumed operations in Nigeria.  There is no proof that the inactive company is in any way linked to the investment platform named in the Facebook posts in question. Nigerians might mistake the investment platform as an affiliate of the popular  Access Bank .  But in 2022, Access Bank  distanced itself  from the platform and brought this to the attention of several agencies, including  the Nigeria Exchange, according to news site the Cable. The bank’s statement reads in part: “The management of Access Bank Plc and its subsidiaries wish to inform the public that our attention has been drawn to an online investment entity known and described as ‘Access Capital Investment Platform’ which has been soliciting members of the public to invest into its Access Capital Investment products promising mouth-watering returns on investment. “By this disclaimer, Access Bank Plc wishes to dissociate itself, aﬃliates, subsidiaries and/or proxies from the activities, contract, claims or business engagements of Access Capital Investment Platform.” Africa Check has previously investigated similar false investment schemes  here ,  here ,  here  and  here . To help protect yourself against online scams, read  our guide to spotting investment scams on Facebook .",FALSE
8-Aug-23,"No, Nigerian Red Cross Society didn’t conduct HIV tests that showed high number of cases in Abuja",The National Agency for the Control of Aids has clarified that no tests were conducted by the Red Cross and that the provided statistics were false.,"A  post  circulating on Facebook in Nigeria claims that the  Nigerian Red Cross Society  (NRCS) conducted HIV tests on 197 people in Abuja and 119 were positive.  “So last week, the Red Cross reportedly ran HIV tests for 197 people in Abuja, Nigeria. 119 of them were positive and 60% of the positive tests were male. If you can't control yourself, use condoms. Just stop playing games with your life,” the post reads.  Abuja  is the capital city of Nigeria. HIV, or the  human immunodeficiency virus , targets the immune system by destroying CD4 cells, a type of white blood cells that play an important role in fighting off disease. This makes the body more vulnerable to many other illnesses. The NRCS was established in 1960 by the government. It complements the work of public authorities in humanitarian interventions. The claim was posted on Facebook  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here , here  and  here . Tackling HIV across Africa has been a priority for most governments on the continent. Claims of an increase in cases could cause panic and fear.  But did the NRCS really conduct HIV tests in the capital city and find that about 60% of the results were positive? According to the  latest official data , Nigeria has a national HIV prevalence of 1.3% among people aged 15 to 64. In the Federal Capital Territory, where Abuja is located, the prevalence is 1.4%. This is lower than the prevalence rate suggested in the Facebook posts. Nigeria’s  National Agency for the Control of Aids  coordinates HIV/AIDS activities in the country. In July, it  said  on its official Twitter ( now known as X ) account that the NRCS did not conduct any HIV testing in Abuja and that the statistics were false. “After investigation and reaching out to The Nigerian Red Cross Society ( @nrcs_ng ), CSOs, CBOs, and other Implementing Partners IPs operating in Abuja, we confirm the statement is entirely FALSE,” the tweet reads.  “There was no outreach conducted in Abuja, and the claim that 119 people tested positive out of 197 is false.""",FALSE
27-Jul-23,Facebook account offering Nigerians a chance to double their money is a scam,A Facebook post is offering users a chance to double their money. But this is just another scam.,"A  post on Facebook  promises to “assist the less privileged and also reduce the rate of unemployment” in Nigeria, through a programme that will, apparently, “double money”.  The post, dated 24 May 2023, also  says : “DON'T NEED TO DEPEND ON YOUR PARENTS FOR SCHOOL FEES AND OTHER EXPENSES FOLLOW THE LINK BELOW.” A video is  attached  to the post, where a woman encourages users to join the platform, saying: “It is working, it is real.” She also claims it worked for her. Like many similar  schemes we have debunked , this post also includes a WhatsApp number for further engagement.  We also found similar posts  here ,  here ,  here  and  here . But is this another scam? We checked. Africa Check has investigated  several posts  promising to double users’ investments.  One of the signs that  this post  is also a scam is the poor writing, with spelling errors and no punctuation. It is also written in capital letters – another red flag. The page identifies the investment platform as  Earn double money plc , but we found no such business registered with the  Corporate Affairs Commission . The commission is responsible for regulating the formation, registration and management of companies in Nigeria. The page also has no followers and is not verified by Meta.  It would be expected that a legitimate business would have at least some followers on its social media pages. All these signs   point to a pattern of  scams  Africa Check has uncovered before.  A platform that offers unrealistic returns and no risks for an investment may be a sign of a Ponzi  scheme , where existing investors are paid from new investments, therefore incentivising those involved to keep on recruiting new people.  In November 2022 , the  Economic and Financial Crime Commission (EFCC)  flagged a number of schemes out to defraud Nigerians. The EFCC is responsible for fighting financial crimes in the country. The commission also urged users to be wary of similar schemes offering huge returns. With the  high cost  of living in Nigeria, people looking for ways to make money could fall prey to such scams. Africa Check has previously investigated similar false investment schemes  here  and  here . Read  our guide to Facebook scams and how to spot them.",FALSE
27-Jul-23,"No, election tribunal hasn't declared Peter Obi winner of Nigeria’s 2023 February presidential election",Nigeria's election petition tribunal began hearing cases against the country's electoral commission in early May 2023. But claims that the tribunal has declared the candidate Peter Obi the winner of February's presidential election are false.,"Does a candidate need to secure 25% of the votes cast in the Federal Capital Territory (FCT) to be declared the winner of Nigeria's  presidential election ?  This has been the subject of much debate following the country’s 25 February 2023 polls. Nigeria  has  36 states and the federal capital territory. No other candidate received 25% of the vote in the FCT, except the Labour Party's  Peter Obi , who  received about 59% . The  Independent National Electoral Commission  (Inec) conducted the election and declared the ruling party’s Bola Tinubu the  winner . Obi has challenged this outcome. The tribunal  began hearing  his case on 8 May. Under  Nigerian law , in a multi-candidate presidential election, the winner must have the highest number of votes overall and at least one quarter of the votes in two-thirds of all states and the FCT.  But  an 18 July post  on Facebook claims that the court had declared Obi the winner of the election because he met the 25% threshold. The  video  accompanying the post appears to show the owner of the Facebook page attributing the claim to “Arise TV news”. The video has been viewed over a million times and shared over 10,000 times. Arise News  is a Nigerian-owned television station broadcast from the UK and the USA. The same claim was reposted on Facebook  here ,  here ,  here ,  here  and  here .  But did the election tribunal declare Obi winner? Local media  reported that  on 4 July, Inec presented one of the three witnesses it had previously lined up and closed its defence against the allegations made by Obi. This is the latest report on the case at the time of publication. We found no other reports on the case in any credible media organisation – including none from Arise TV reporting that the elections tribunal had declared Obi the winner of the presidential election. Such an anticipated verdict in what is a very high-profile case would have made both local and international headlines, if it were true. It’s not.",FALSE
19-Jul-23,Beware of Facebook accounts impersonating registered betting platform MelBet in Nigeria,A Facebook page impersonating a popular Nigerian betting platform is promising users huge payouts. But customers have been warned not to fall for such scams.,"“Bet on MELBET and Enjoy the BEST ODDS ever!!! While registering in the app, use the promo TGCWIN or Click the link below to register on the site and receive 100% bonus on your first deposit!”  reads  a post on Facebook by the page  MelBet Nigeria . The page uses the name and logo of  MelBet , a popular betting platform in Nigeria. The 24 April 2023 post also has a  link  to what is presented as the platform’s website. Similar posts can be found  here  and  here . But is the page and website legitimate? We checked. Africa Check found  several   Facebook   pages  with the name MelBet. But there are clues that the platform’s official Facebook page is  Melbet.nigeria .  The first clue is that the  contact page  of the platform’s website links back to the  official Facebook page . By comparison, the website linked to in the suspicious posts does not redirect users to its social media platforms. Another clue is that the MelBet Nigeria page has only four followers while the official account has over 300.  Sports betting companies are regulated by the  National Lottery Regulatory Commission  (NLRC) and MelBet is on the  list of approved sports betting  permit holders in Nigeria.  The NLRC has urged the public to be  wary  of websites created by fraudsters. One such  fake website , according to the regulatory body, is the one found on  this Facebook page . The company also says it will not be held liable for any losses incurred on the fake website. Africa Check has previously investigated similar false schemes  here . To help protect yourself against online scams, read  our guide to Facebook scams and how to spot them.",FALSE
